,beat,count,years
4063,2523,10,2019
4064,1624,16,2010
4065,1111,19,2007
4066,533,20,2008
4067,2535,16,2014
4068,1813,6,2017
4069,124,9,2017
4070,1733,5,2004
4071,834,3,2020
4072,2232,13,2019
4073,1732,18,2005
4074,813,15,2011
4075,524,21,2007
4076,832,13,2018
4077,2513,6,2008
4078,1613,5,2019
4079,922,14,2011
4080,324,37,2007
4081,2233,8,2008
4082,1125,12,2008
4083,1723,15,2012
4084,1122,73,2014
4085,815,8,2014
4086,2411,5,2014
4087,1632,4,2019
4088,1034,29,2004
4089,213,5,2008
4090,924,29,2009
4091,1733,1,2020
4092,2024,9,2017
4093,1811,4,2008
4094,1222,10,2006
4095,922,4,2008
4096,2522,26,2014
4097,1432,8,2012
4098,1222,9,2012
4099,322,20,2010
4100,1611,3,2007
4101,1022,16,2009
4102,511,27,2015
4103,714,16,2012
4104,1731,8,2017
4105,1533,65,2011
4106,1433,8,2013
4107,1823,7,2012
4108,723,38,2004
4109,522,48,2008
4110,112,6,2010
4111,1655,3,2020
4112,333,15,2015
4113,923,10,2017
4114,215,5,2015
4115,2522,23,2009
4116,726,28,2019
4117,224,8,2011
4118,2222,19,2011
4119,1624,9,2013
4120,621,93,2018
4121,2222,39,2010
4122,2011,11,2020
4123,232,39,2006
4124,431,25,2008
4125,1733,15,2011
4126,914,13,2016
4127,1611,2,2006
4128,522,29,2016
4129,2033,9,2004
4130,1024,30,2018
4131,831,9,2020
4132,722,32,2013
4133,322,17,2019
4134,733,20,2007
4135,732,34,2016
4136,612,52,2011
4137,1912,5,2008
4138,2221,16,2017
4139,1011,37,2004
4140,2232,22,2016
4141,1631,8,2011
4142,1623,15,2008
4143,734,14,2006
4144,533,10,2005
4145,2423,8,2018
4146,1623,23,2013
4147,1651,17,2007
4148,714,22,2018
4149,613,31,2012
4150,1033,9,2008
4151,311,8,2018
4152,2515,38,2015
4153,732,16,2012
4154,1533,71,2014
4155,611,21,2004
4156,911,15,2011
4157,231,1,2007
4158,1922,5,2011
4159,1224,14,2013
4160,631,27,2008
4161,1634,15,2010
4162,414,42,2015
4163,512,1,2020
4164,113,19,2012
4165,1511,20,2017
4166,624,54,2012
4167,1423,27,2005
4168,1011,63,2017
4169,112,5,2007
4170,1723,19,2011
4171,1433,6,2004
4172,1612,4,2015
4173,1834,30,2015
4174,731,34,2012
4175,1712,15,2005
4176,532,22,2015
4177,2532,26,2005
4178,421,30,2013
4179,921,11,2017
4180,423,37,2009
4181,1623,27,2004
4182,1524,40,2004
4183,1621,1,2013
4184,914,14,2013
4185,1634,13,2007
4186,1824,65,2011
4187,725,25,2009
4188,1523,43,2011
4189,912,5,2004
4190,131,1,2007
4191,424,37,2015
4192,1011,65,2010
4193,133,5,2007
4194,2511,3,2006
4195,1414,28,2017
4196,935,31,2008
4197,1022,30,2007
4198,725,15,2004
4199,725,20,2006
4200,2522,12,2016
4201,722,5,2006
4202,1135,37,2005
4203,622,10,2010
4204,214,9,2011
4205,2515,4,2020
4206,611,33,2014
4207,223,1,2015
4208,1422,20,2008
4209,1034,20,2005
4210,1933,15,2012
4211,1531,33,2008
4212,733,29,2005
4213,133,8,2015
4214,1923,6,2019
4215,1831,47,2009
4216,1124,33,2011
4217,633,6,2010
4218,432,12,2008
4219,932,17,2005
4220,1211,18,2005
4221,232,14,2012
4222,324,20,2015
4223,422,30,2016
4224,1811,8,2007
4225,313,30,2011
4226,1531,28,2019
4227,632,24,2018
4228,1723,26,2014
4229,511,37,2010
4230,825,31,2014
4231,2212,19,2010
4232,1213,6,2014
4233,1834,47,2019
4234,214,1,2015
4235,1924,29,2017
4236,1732,10,2011
4237,1413,2,2016
4238,1213,5,2018
4239,2211,7,2011
4240,532,13,2008
4241,2222,24,2008
4242,1013,16,2006
4243,2232,14,2008
4244,314,7,2010
4245,634,14,2006
4246,1934,6,2018
4247,2212,29,2009
4248,1923,48,2016
4249,1523,41,2013
4250,2031,6,2014
4251,1722,20,2013
4252,1114,7,2020
4253,2031,7,2019
4254,813,17,2008
4255,924,12,2013
4256,2521,9,2005
4257,2525,3,2016
4258,1834,48,2012
4259,2533,50,2015
4260,2424,22,2015
4261,1432,8,2017
4262,2411,15,2009
4263,624,64,2011
4264,1621,4,2014
4265,1111,42,2010
4266,814,8,2017
4267,2522,10,2012
4268,1632,3,2013
4269,633,14,2008
4270,1233,2,2006
4271,221,1,2006
4272,2433,28,2011
4273,925,20,2012
4274,2521,18,2010
4275,1124,17,2015
4276,2233,13,2019
4277,825,51,2011
4278,2411,10,2013
4279,621,87,2015
4280,1833,13,2005
4281,2532,22,2017
4282,1811,5,2015
4283,612,8,2020
4284,1232,12,2007
4285,312,9,2019
4286,2223,15,2015
4287,1821,30,2007
4288,1931,15,2006
4289,1624,5,2008
4290,1933,19,2006
4291,921,9,2019
4292,726,15,2008
4293,1513,64,2013
4294,1654,3,2011
4295,2413,30,2008
4296,211,4,2010
4297,224,8,2016
4298,1512,8,2018
4299,823,21,2018
4300,224,13,2012
4301,1711,2,2019
4302,1233,7,2010
4303,213,13,2007
4304,833,18,2008
4305,2412,16,2016
4306,2535,12,2018
4307,935,7,2020
4308,911,13,2005
4309,2012,7,2012
4310,2223,15,2009
4311,1211,32,2006
4312,1231,9,2013
4313,2232,4,2020
4314,1115,50,2010
4315,411,18,2010
4316,323,9,2004
4317,2514,8,2007
4318,823,43,2005
4319,915,23,2011
4320,811,5,2019
4321,1523,18,2004
4322,322,25,2016
4323,811,17,2009
4324,711,13,2012
4325,733,21,2016
4326,613,6,2020
4327,1424,27,2012
4328,223,12,2008
4329,2212,15,2017
4330,724,28,2019
4331,132,32,2008
4332,621,80,2010
4333,2521,24,2014
4334,1011,57,2009
4335,432,25,2012
4336,2413,11,2018
4337,623,30,2009
4338,1413,2,2007
4339,1115,33,2009
4340,814,16,2013
4341,2011,2,2006
4342,1012,60,2005
4343,2532,19,2015
4344,412,12,2012
4345,2032,4,2017
4346,724,6,2020
4347,2513,6,2005
4348,412,11,2008
4349,2031,2,2015
4350,1033,17,2007
4351,1223,10,2013
4352,1421,3,2018
4353,2221,14,2014
4354,1411,7,2006
4355,1814,16,2015
4356,1434,18,2009
4357,1024,19,2004
4358,621,70,2019
4359,811,7,2017
4360,1212,4,2010
4361,923,1,2016
4362,934,13,2019
4363,1935,8,2014
4364,1812,10,2004
4365,814,23,2008
4366,523,28,2007
4367,324,26,2008
4368,2022,4,2012
4369,1224,4,2008
4370,613,28,2019
4371,1913,28,2007
4372,334,13,2005
4373,1924,2,2020
4374,1423,25,2004
4375,2023,9,2006
4376,913,14,2010
4377,921,17,2014
4378,2535,11,2019
4379,333,13,2016
4380,1523,8,2018
4381,1012,14,2006
4382,2424,24,2004
4383,632,10,2020
4384,533,35,2010
4385,2213,16,2010
4386,2013,6,2014
4387,1533,68,2016
4388,2531,24,2014
4389,811,3,2018
4390,2013,5,2009
4391,1121,54,2017
4392,2423,23,2009
4393,1422,13,2014
4394,234,9,2006
4395,1524,45,2010
4396,1013,6,2020
4397,1632,2,2009
4398,421,40,2016
4399,1031,5,2018
4400,1021,30,2017
4401,1613,3,2017
4402,722,13,2009
4403,215,3,2013
4404,1421,13,2007
4405,832,9,2020
4406,1131,18,2007
4407,411,28,2005
4408,1924,24,2011
4409,1134,82,2019
4410,835,21,2014
4411,1915,3,2020
4412,1621,6,2015
4413,912,11,2011
4414,1611,5,2019
4415,212,4,2017
4416,1413,2,2017
4417,2011,13,2014
4418,1651,3,2008
4419,523,25,2012
4420,1613,3,2007
4421,1913,6,2018
4422,222,8,2017
4423,1011,56,2019
4424,421,36,2018
